start_time,km,split_time_sec,split_pace_min,avg_speed_ms,date
2026-03-13 16:02:56,3,319.0,5.32,3.14,2026-03-13
2026-03-13 16:02:56,4,314.0,5.23,3.19,2026-03-13
2026-03-13 16:02:56,1,333.0,5.55,3.02,2026-03-13
2026-03-13 16:02:56,2,433.0,7.22,3.02,2026-03-13
2026-03-13 16:02:56,3,319.0,5.32,3.14,2026-03-13
2026-03-13 16:02:56,4,314.0,5.23,3.19,2026-03-13
2026-03-13 16:02:56,5,356.0,5.93,3.33,2026-03-13
2026-03-13 16:02:56,6,299.0,4.98,3.35,2026-03-13
2026-03-13 16:02:56,7,298.0,4.97,3.36,2026-03-13
2026-03-13 16:02:56,8,321.0,5.35,3.31,2026-03-13
2026-03-13 16:02:56,9,287.0,4.78,3.39,2026-03-13
2026-03-13 16:02:56,10,306.0,5.1,3.37,2026-03-13
2026-03-13 16:02:56,11,290.0,4.83,3.45,2026-03-13
2026-03-13 16:02:56,12,303.0,5.05,3.31,2026-03-13
2026-03-13 16:02:56,13,305.0,5.08,3.29,2026-03-13
2026-03-13 16:02:56,14,299.0,4.98,3.36,2026-03-13
2026-03-13 16:02:56,15,352.0,5.87,3.36,2026-03-13
2026-03-13 16:02:56,16,279.0,4.65,3.38,2026-03-13
2026-03-13 16:02:56,17,318.0,5.3,3.16,2026-03-13
2026-03-13 16:02:56,18,316.0,5.27,3.17,2026-03-13
2026-03-13 16:02:56,19,322.0,5.37,3.11,2026-03-13
2026-03-15 07:05:21,1,374.0,6.23,2.82,2026-03-15
2026-03-15 07:05:21,2,366.0,6.1,2.75,2026-03-15
2026-03-15 07:05:21,3,355.0,5.92,2.82,2026-03-15
2026-03-15 07:05:21,4,339.0,5.65,2.99,2026-03-15
2026-03-15 07:05:21,5,575.0,9.58,2.98,2026-03-15
2026-03-15 07:05:21,6,318.0,5.3,3.09,2026-03-15
2026-03-15 07:05:21,7,341.0,5.68,2.94,2026-03-15
2026-03-15 07:05:21,8,344.0,5.73,3.03,2026-03-15
2026-03-15 07:05:21,9,359.0,5.98,3.09,2026-03-15
2026-03-15 07:05:21,10,325.0,5.42,3.08,2026-03-15
